"Pollutant","Aggregation level","State","County","Unit of measure","January","February","March","April","May","June","July","August","September","October","November","December"
"VOCS","State","ME","","emissions (pounds)","-3.7148527229023784","-3.0239545185040697","-3.477482822672755","-3.7572735158091746","-3.192187534362347","-4.6247268925042135","-16.442397589454686","-10.086252869188229","-3.0893462227641066","-4.156379233319512","-2.482046183475177","-2.897574961612463"
"NH3","State","ME","","emissions (pounds)","-4.502190326081745","-3.4903622175270357","-4.694202756993036","-4.241628664200107","-4.30908418218678","-5.505750113439262","-16.11785673245413","-10.247829851251481","-3.7848612204720666","-4.771996825500082","-2.9281543986917313","-3.498013317013829"
"SO2","State","ME","","percent","-0.003000364922848093","0.24603566137461905","0.0007086331027870039","-0.25510973916983604","-0.6844919397256588","-0.2972448843312887","-0.4953484378892573","-0.7724778718045529","-1.2099203357215516","0.17999448740804602","-0.22189960775923198","-0.2119178393047754"
"NOX","State","ME","","percent","-0.22535610116022675","-0.3430379450930125","-0.20256018305448514","-0.30811647245723695","-0.43671610234783537","-0.26294210926585015","-0.5263999258307736","-0.4717792146647392","-0.32293873316176896","-0.25227687980453867","-0.23595807410645414","-0.2628565011865382"
"CO2","State","ME","","percent","-0.3499652844772255","-0.4188498236164191","-0.49952838827528956","-0.4800643733876902","-0.5244486691787532","-0.5051959226626346","-0.4186481080987016","-0.44105283976240617","-0.38949600602134826","-0.4743173900606199","-0.27362267163758436","-0.2587436783855918"
"PM25","State","ME","","percent","-0.3255837021377163","-0.3802957458564475","-0.45958480605975865","-0.43234890050800107","-0.4779441166788252","-0.4552293701743585","-0.39879312769680414","-0.4211804264793397","-0.3604603850417064","-0.445346445447684","-0.2521048365314921","-0.23179819969357282"
"VOCS","State","ME","","percent","-0.1606774273564329","-0.16009439416062324","-0.16991394189730075","-0.19168676807311477","-0.17500785948423103","-0.22914197501242667","-0.424703145210117","-0.3598533437952209","-0.1603326482250559","-0.2003023323753972","-0.1192959276249115","-0.11564645495151203"
"NH3","State","ME","","percent","-0.16766662818268294","-0.1595587452079573","-0.19784226514911823","-0.18663282217744875","-0.20814921541984793","-0.24115434191864593","-0.3821043917884839","-0.3248875245168854","-0.1732950763595271","-0.19903225898877241","-0.12188185650439036","-0.12030262725055288"
"SO2","State","NH","","emissions (pounds)","-236.15607166437258","-219.56731273023615","-283.75522176588856","-298.0900936665057","-319.9683878945507","-440.16912515552394","-640.1901742922491","-369.6689865948865","-330.7701419270088","-341.8850319318226","-360.04906194826617","-328.29007696291956"
"NOX","State","NH","","emissions (pounds)","-332.7226048486773","-378.44204170489684","-335.6872258973308","-374.792520874762","-526.4296333042439","-553.5768911502382","-939.3338550399058","-593.3222878521483","-544.0127187339822","-438.646491480089","-494.80405718358816","-453.4290474350855"
"CO2","State","NH","","emissions (tons)","-448.3308675051667","-494.11808314261725","-500.43070722406264","-510.822763434815","-512.2530162978219","-597.7205467177846","-879.5370939157438","-704.065327845281","-575.5954523589171","-574.536292265344","-406.64206133681","-465.5401267685229"
"PM25","State","NH","","emissions (pounds)","-28.720344382714757","-32.08616796048591","-34.34925937277694","-37.84066747954239","-45.41035654242842","-48.23049925222767","-79.492439425263","-50.64589195478038","-47.65670014994612","-42.02491541989002","-42.42329381255513","-40.90182618397375"
"VOCS","State","NH","","emissions (pounds)","-6.889373450401763","-9.344944495520394","-9.004055218943904","-9.97967531602444","-10.359068696718168","-12.797947606887647","-17.362561749227098","-11.397780643392252","-11.297684106058114","-9.240428754687855","-9.707413172312044","-9.558346985836579"
"NH3","State","NH","","emissions (pounds)","-29.247106417824398","-33.36360853325823","-36.10925477836827","-30.351243832037653","-33.64568561966735","-36.63975682899036","-34.6708715348359","-33.10353372941972","-35.15251919326511","-39.30484667172459","-21.137786722916644","-21.842365036380215"
"SO2","State","NH","","percent","-0.3319834686701159","-0.46128521846043125","-0.5936130557778155","-0.6514837086824685","-0.9141732713968173","-0.790858318245584","-0.37619887769113086","-0.3239983029653828","-0.6611309438681332","-0.6936244933220745","-0.6352306474400728","-0.3607296819050993"
"NOX","State","NH","","percent","-0.17537682200848384","-0.25240082187566887","-0.21140267434409882","-0.244472759359531","-0.3992587932890319","-0.35264229366465843","-0.29206128848419516","-0.24690625876324537","-0.36553499388803073","-0.2761557458823991","-0.2953055396847228","-0.2077043800868123"
"CO2","State","NH","","percent","-0.15869329345663638","-0.2165996520140457","-0.2033877619695399","-0.21677980138801173","-0.23636866421871905","-0.24465139296478053","-0.20646319946072034","-0.2023566722278115","-0.24285198759641222","-0.22902601615093846","-0.16180895842714393","-0.14850797428137827"
"PM25","State","NH","","percent","-0.18021108214190779","-0.26010093814222496","-0.26388568875743185","-0.3026323317835243","-0.4023821879248117","-0.3529001042659672","-0.27787444589913","-0.23418707539994535","-0.36586819956906075","-0.31794684672279694","-0.3063845723921657","-0.22157726863012953"
"VOCS","State","NH","","percent","-0.12171910991547279","-0.2017041999870113","-0.1808031904777942","-0.20872285328493453","-0.23514232535545107","-0.26137407785385475","-0.20700358238657438","-0.16676318765140918","-0.23765949702377231","-0.1842901238930402","-0.19040979391295937","-0.15276458001035784"
"NH3","State","NH","","percent","-0.1870066345069015","-0.2687698219554607","-0.26713780620330774","-0.23577776488315835","-0.2903208704807126","-0.276889324512166","-0.155352671907227","-0.17501282278095026","-0.2711364438971328","-0.28068022492655875","-0.15441726068145484","-0.12752943831186478"
"SO2","State","RI","","emissions (pounds)","-10.906002580165477","-12.579732324194083","-20.231633826100733","-14.360485071720177","-9.984393174967863","-9.212761219588629","-6.483218496881818","-8.16228514116301","-8.827161598373095","-12.371991178089957","-8.259797312722185","-6.153822098802266"
"NOX","State","RI","","emissions (pounds)","-101.11097685754066","-123.18739624819136","-150.57406211964553","-144.30918695211585","-166.88586194675008","-174.15504354157747","-134.64953211894317","-134.89480091173027","-159.81412591415574","-118.08669311994163","-102.01694569483516","-46.401881867685006"
"CO2","State","RI","","emissions (tons)","-555.9570906721056","-596.7996928483481","-896.8695210001024","-800.1223145543481","-859.6585847143724","-778.6981325512461","-521.345032119716","-686.0683995514992","-772.8849622374692","-598.92073110395","-421.670140807546","-311.7834881838062"
"PM25","State","RI","","emissions (pounds)","-43.38965420711247","-56.114673091567965","-78.06977333039686","-70.87436601679292","-72.4263025074033","-67.498330335824","-30.9701554180283","-50.08587150490712","-63.24644085545151","-43.53915059596329","-32.84261770221565","-27.26313701570325"
"VOCS","State","RI","","emissions (pounds)","-50.538101945734525","-53.8374836990879","-77.85160536946569","-66.47947214288797","-73.08773592564648","-69.35069506773289","-46.87369548751303","-60.38181704453018","-66.06059301481946","-55.129402877129905","-34.77575529940441","-28.248421973126824"
"NH3","State","RI","","emissions (pounds)","-80.05480823284961","-56.150120483491264","-90.94218218609967","-64.71891393916121","-88.79199207560305","-81.06971309386427","-97.74894569296157","-106.34592408476601","-90.14937875548094","-93.35017240585876","-39.47584370523691","-41.21243900784248"
"SO2","State","RI","","percent","-0.19464106623020902","-0.27988136940848635","-0.4067555786662185","-0.31016883412716895","-0.4628802632104611","-0.36738490572734106","-0.1415381748297228","-0.2128595653257187","-0.36916079197922014","-0.2508258519221172","-0.1675327094932969","-0.10131299757524057"
"NOX","State","RI","","percent","-0.11908393209056438","-0.17297089180070127","-0.19208310249033209","-0.19385682904882487","-0.2783259182199659","-0.26768534927000937","-0.12917074039733378","-0.14954055457334114","-0.2544921374727318","-0.1518588889743501","-0.13270761010705764","-0.05132744784418003"
"CO2","State","RI","","percent","-0.19981561688313312","-0.26621575049169416","-0.36466127870903525","-0.3489396847806918","-0.4391714547635881","-0.3466029058998729","-0.1303320718505937","-0.20326713642113536","-0.36038254396710695","-0.2457031760861663","-0.17152289096773485","-0.10181887777335309"
"PM25","State","RI","","percent","-0.16569297773950561","-0.2595448524062847","-0.3299739891067036","-0.3208259640792824","-0.3755076835857637","-0.31482732187322804","-0.08772611973207814","-0.16351767103036688","-0.30923633491074864","-0.18843423064896117","-0.139327580682852","-0.09507766709891359"
"VOCS","State","RI","","percent","-0.21936341330737594","-0.29271870421331136","-0.38685076499620297","-0.35456234490227356","-0.45795910013849017","-0.3736206853330844","-0.13771787011896852","-0.21230642957516324","-0.3739126463194321","-0.27571139510140624","-0.17175493726392727","-0.11047154489085202"
"NH3","State","RI","","percent","-0.36976418776765774","-0.3592357593778863","-0.5334844943623896","-0.40719746412726643","-0.7011183808391113","-0.47615511015710676","-0.24247308774576837","-0.34320025600355375","-0.5591352804502869","-0.5200069452776325","-0.2231929943706487","-0.16580989713224895"
"SO2","State","VT","","emissions (pounds)","-0.14498770204869516","-0.3520551006318726","-0.19355624879466404","0.056970870140673924","-1.037642189286828","-0.2436895011493334","0.14534646455035727","-0.06893808489417097","-0.3883599441002161","-0.11514092764045358","-0.23129575085346232","-0.2926263485458662"
"NOX","State","VT","","emissions (pounds)","-13.275479739837465","-35.90293447219301","-21.23361751317134","4.1169838887726655","-71.80465883370925","-18.440068295185483","-13.62723598197772","-26.89968993918228","-38.679358368164685","-17.794839072717878","-28.31970790405103","-36.47383501768854"
"CO2","State","VT","","emissions (tons)","-25.530533361285052","-59.68909839261687","-33.517440184434236","8.058881391432806","-119.7261580324921","-32.40126824217441","-15.746275008255907","-36.40779917778855","-59.290868177005905","-22.615261538143386","-39.65764512177702","-53.47837156626338"
"PM25","State","VT","","emissions (pounds)","-3.5438057557603315","-8.255534002225431","-4.714690571047868","0.9622600815218902","-16.50208005559125","-4.352249856769959","-2.1400693031910123","-4.977918058204523","-8.094971340103257","-3.0613484066816454","-5.634446902574382","-7.334775128269939"
"VOCS","State","VT","","emissions (pounds)","-3.8806061088725983","-9.040133091090865","-5.162770843676299","1.0537124797610886","-18.070424026142973","-4.765884065202954","-2.34345971075345","-5.451015252387151","-8.864310687044053","-3.352296414384","-6.1699400523557415","-8.031866059161985"
"NH3","State","VT","","emissions (pounds)","-1.7610089387931112","-4.102388836852697","-2.3428519539374975","0.4781719771922326","-8.200311328940188","-2.1627457682093336","-1.0634559093423377","-2.473656515408038","-4.022601088114243","-1.5212633762848782","-2.7999027160112746","-3.644839885449983"
"SO2","State","VT","","percent","-0.07240045141831698","-0.20718561129991833","-0.1040234581283209","0.03195714711493653","-0.5019206535109998","-0.11354618845246912","0.05229848743956296","-0.025782122720914007","-0.1816969509933971","-0.06176315374160841","-0.1262641227660043","-0.13908304031139335"
"NOX","State","VT","","percent","-0.05649311905159718","-0.18055381132451237","-0.09766590066943773","0.019714914283432496","-0.38013975791644605","-0.09380405701124675","-0.05011620297779966","-0.10702612216220087","-0.19779568150412674","-0.0814251826572121","-0.1320016249019457","-0.14704390870976708"
"CO2","State","VT","","percent","-0.0706023088192067","-0.19490722672792887","-0.09998296195659598","0.025063199968402936","-0.41068246739658876","-0.10649857537370991","-0.037411775170224634","-0.09322541125207982","-0.19565027565073465","-0.06714818087530346","-0.12010433222966295","-0.1403642315063094"
"PM25","State","VT","","percent","-0.07125009180510157","-0.19608762770548807","-0.10228513171066385","0.021772004310458754","-0.41219755696309074","-0.10422840927471315","-0.03703564016826826","-0.09283813490331955","-0.19453481152372565","-0.06612294295834395","-0.12409702996611569","-0.1399379816723734"
"VOCS","State","VT","","percent","-0.07125009180508174","-0.19608762770546942","-0.10228513171085522","0.0217720043105445","-0.41219755696325433","-0.10422840927487723","-0.0370356401681989","-0.09283813490334784","-0.19453481152392677","-0.06612294295806154","-0.12409702996600197","-0.13993798167225183"
"NH3","State","VT","","percent","-0.07125009180523084","-0.19608762770552107","-0.10228513171083906","0.021772004310669137","-0.4121975569631186","-0.10422840927481522","-0.03703564016802692","-0.09283813490347996","-0.19453481152395743","-0.06612294295821046","-0.12409702996610458","-0.139937981672213"
