"Pollutant","Aggregation level","State","County","Unit of measure","January","February","March","April","May","June","July","August","September","October","November","December"
"NOX","County","TX","Bell County","emissions (pounds)","-8.413544675833691","-18.029847668480215","-17.533800401201006","-20.59103142025924","-13.326388549299736","-8.477670831885916","-5.787088809556735","-5.703554007268394","-7.75114062539069","-11.318362028632691","-16.800492074653448","-12.46455300679736"
"CO2","County","TX","Bell County","emissions (tons)","-94.85127101055696","-115.64475378280622","-135.41537963534938","-148.10980191262206","-118.00451095195604","-79.51601559171104","-45.470476588467136","-29.626198362733703","-63.666783465916524","-108.17157565278467","-122.78127524150477","-104.50213809896377"
"PM25","County","TX","Bell County","emissions (pounds)","-3.0006081309520596","-3.756827051474829","-4.392830633914855","-4.770723143631585","-3.785253821335573","-2.686440619630048","-1.5122475341104291","-0.8304510098951141","-2.125874202763953","-3.323762991071817","-3.9274096638418996","-3.4243394194927532"
"VOCS","County","TX","Bell County","emissions (pounds)","-1.2079776166692682","-1.959950868802025","-2.4476212283657333","-2.493128554431678","-1.3470895317127543","-0.6039593980158315","0.4487837461319941","1.0630670137798006","-0.17531188013708743","-0.8783156530753331","-1.9398571203500978","-1.8666743546432372"
"NH3","County","TX","Bell County","emissions (pounds)","-7.286338094332677","-8.980844033589165","-10.64412057851223","-11.44535549912689","-9.186346715945547","-6.693370486918866","-3.927595923338231","-2.4359011950873537","-5.293902796864131","-8.13743430060822","-9.485622716223588","-8.082886473999679"
"SO2","County","TX","Bell County","percent","-0.05598358752719895","-0.0964608768519741","-0.11119548586861672","-0.13020301567791928","-0.06666634867635944","-0.05394773253746882","-0.04319434513693576","-0.03568781361681931","-0.04908880160934056","-0.06642845509265631","-0.08792039327353587","-0.07001247263837229"
"NOX","County","TX","Bell County","percent","-0.033532363210359496","-0.09438759232130331","-0.08818158933749791","-0.11042328677613394","-0.05655873476038403","-0.02907108639297566","-0.01738391897462473","-0.015686730190537342","-0.024575128328896703","-0.04381273323358788","-0.0763114670300825","-0.05218329864566133"
"CO2","County","TX","Bell County","percent","-0.06121680357100778","-0.10162579178315101","-0.11436404835181423","-0.13722448353260466","-0.06384064115427106","-0.034032437556596185","-0.016929921888659195","-0.010139442938112092","-0.025095020034396707","-0.06632303631507128","-0.09362912315583125","-0.0731573888337712"
"PM25","County","TX","Bell County","percent","-0.05696594867421855","-0.09612382035087436","-0.10751570765923375","-0.12818516505251723","-0.06062946270503326","-0.03417019720950787","-0.01677491722199008","-0.00849754184184493","-0.024966096896796647","-0.059970980300855486","-0.0875818112874411","-0.07026283812352453"
"VOCS","County","TX","Bell County","percent","-0.03596658893626143","-0.07541567565406977","-0.08939830637227053","-0.09872482637887747","-0.0351455107434029","-0.013414134453263175","0.009191945917692686","0.021149643088239665","-0.0037686219174374157","-0.025377505676854085","-0.0657287619921864","-0.058615532544335325"
"NH3","County","TX","Bell County","percent","-0.05889333340008586","-0.09823967776944459","-0.1115235817528155","-0.13172809441574224","-0.062434527771627585","-0.035935680916657456","-0.018316609434500072","-0.010438212137723316","-0.026150728985195066","-0.06240054200288","-0.09031389746074472","-0.0707809801706246"
"SO2","County","TX","Bexar County","emissions (pounds)","-68.13594804977765","-57.86893720398075","-67.88603199647332","-63.849798112976714","-101.97157662668906","-113.14767295811907","-83.08113473103731","-52.66519895673264","-90.59262363123707","-88.37115682812873","-56.67489093616314","-43.96642499539303"
"NOX","County","TX","Bexar County","emissions (pounds)","-346.8392167292768","-283.34984665561933","-306.04313754453324","-325.4531956925639","-579.8049066833919","-872.9067569993204","-1277.6261275121942","-1323.8626038290095","-1080.6282442414667","-611.9191982578486","-333.34250649402384","-267.06680327642243"
"CO2","County","TX","Bexar County","emissions (tons)","-270.70125859056134","-260.88826836436056","-294.99382073339075","-315.36108469730243","-464.49874010216445","-568.0776234476361","-623.1451180111617","-509.0742782673333","-543.1707280296832","-424.3931171701988","-253.85129913466517","-212.15326141007245"
"PM25","County","TX","Bexar County","emissions (pounds)","-17.05757823734166","-14.990943319888174","-14.916832616800093","-16.91355508720153","-27.225237527112768","-41.129204000375466","-52.54235508685815","-45.988934051507385","-43.37116210207023","-28.5272779771185","-15.339545148148318","-13.787471608506166"
"VOCS","County","TX","Bexar County","emissions (pounds)","-9.715879732417307","-8.456498051744347","-8.485854665983425","-9.792192282284304","-15.567585489996418","-24.528346293238428","-32.64287728782074","-28.608546650444623","-26.6014243770951","-16.992039993845538","-8.939213290484986","-7.764752079478058"
"NH3","County","TX","Bexar County","emissions (pounds)","-4.949269513438594","-4.045167186411163","-4.01303032587748","-4.5534517034820965","-7.911077260266211","-13.815910381545109","-19.344777695814628","-17.398788571903424","-15.53300828918691","-9.110834908333345","-4.446515680114317","-3.9545322879685045"
"SO2","County","TX","Bexar County","percent","-0.06451686797930793","-0.07012048560217021","-0.07562654473594234","-0.08137242504395117","-0.09467049081508648","-0.07637205777000541","-0.04614619021410139","-0.026406647347891207","-0.05392484645379502","-0.0766717109760145","-0.06282862057129027","-0.04559592544210145"
"NOX","County","TX","Bexar County","percent","-0.0526765094153352","-0.053966917618172516","-0.05320747798068898","-0.06262235725583941","-0.08076196407872821","-0.09166747028218755","-0.1037805485699136","-0.08800581307132566","-0.0934978169848668","-0.08526724507890801","-0.05798733187581173","-0.04357167288314782"
"CO2","County","TX","Bexar County","percent","-0.03560454240203304","-0.04170121038468401","-0.043261152766643426","-0.05002849869017699","-0.05522640757630261","-0.05587825794892065","-0.051838789899774855","-0.037961078545052006","-0.047830928304171114","-0.05278396471646976","-0.03705583040506341","-0.029317661433263947"
"PM25","County","TX","Bexar County","percent","-0.0485567752344531","-0.0530716975699837","-0.048428957129128744","-0.05987730928358135","-0.06829807612005101","-0.08077478088216282","-0.08244090300364679","-0.06135582059365207","-0.07236792879113897","-0.07528739009090342","-0.04934885378004308","-0.04177366212685037"
"VOCS","County","TX","Bexar County","percent","-0.06021131009043345","-0.06733455779597639","-0.062135634939994897","-0.07930597868064014","-0.08299389561229338","-0.09686673628454377","-0.09916027564198508","-0.07174763182932135","-0.086271108739737","-0.0956593331169858","-0.06401646765794688","-0.05196993531612387"
"NH3","County","TX","Bexar County","percent","-0.0930739226423104","-0.10579418872442801","-0.0967752914405867","-0.12738446225534897","-0.12049959041434996","-0.13662319627586159","-0.13562944009089678","-0.09499447177510092","-0.11711014377294394","-0.14748669811949713","-0.10306498261540076","-0.08397503760230757"
"SO2","County","TX","Bosque County","emissions (pounds)","-0.6373074193195407","-0.6845492848674439","-1.1076422880551036","-0.9167078104969733","0.048485520941994764","-0.29678344355647823","-0.37708004427031483","-0.34126122421798755","-0.2993487471962908","-0.5523115132361909","-0.6499247813546845","-0.7295106459637282"
"NOX","County","TX","Bosque County","emissions (pounds)","-14.557714004185982","-16.571860522897623","-23.402049883225118","-19.13822424904356","-3.8272861179502797","-8.147381519047485","-8.830845600066823","-4.070163269279874","-7.107382878784847","-14.189687611040426","-16.313177943360643","-14.388890167305362"
"CO2","County","TX","Bosque County","emissions (tons)","-63.981065980828134","-67.20624476639205","-106.67765429870633","-89.36351370194461","-0.4695294912380632","-33.17631433450151","-35.65174443289288","-18.679572755499976","-30.401742255315185","-52.06667097986792","-65.44688892496924","-71.66052145155845"
"PM25","County","TX","Bosque County","emissions (pounds)","-4.765261697904862","-5.007223478713058","-7.860949696872922","-6.608146519320144","0.0837348672648659","-2.465307386184577","-2.7152427139481006","-1.4747139847713697","-2.3153713160536427","-3.854578720569407","-4.851712249525008","-5.327406126734786"
