"Pollutant","Aggregation level","State","County","Unit of measure","January","February","March","April","May","June","July","August","September","October","November","December"
"CO2","County","CO","Adams County","percent","-0.2521798633428474","-0.22964746198675504","-0.247287842365809","-0.3400029534297637","-0.26521631349747815","-0.27561142135591726","-0.396672765687699","-0.3466885132691376","-0.2998546727074078","-0.24714773005658705","-0.2327859156061212","-0.16201219886538362"
"PM25","County","CO","Adams County","percent","-0.24556409378740304","-0.2279905243659932","-0.2083516099101108","-0.29924714268754526","-0.198222454422055","-0.21038148044627433","-0.4077687549158494","-0.338817289156968","-0.2727944280106925","-0.19872602320772084","-0.19595462338186131","-0.15530053404808936"
"VOCS","County","CO","Adams County","percent","-0.17781695636996184","-0.16154477616920915","-0.18234610990209657","-0.273391869317448","-0.1965789467928949","-0.20098396053143253","-0.29094445444849143","-0.2491714582089606","-0.20610641439011726","-0.18175723971452412","-0.18301401119179506","-0.12203746712492686"
"NH3","County","CO","Adams County","percent","-0.29422015053960365","-0.27096972531736446","-0.296450055975704","-0.39401866668930174","-0.33296037216470925","-0.34464175823387333","-0.44670740843561696","-0.3907634462281959","-0.36130683392824753","-0.3052113750327908","-0.27291447703681493","-0.18343818002957607"
"SO2","County","CO","Denver County","emissions (pounds)","0","0","0","0","0","0","0","0","0","0","0","0"
"NOX","County","CO","Denver County","emissions (pounds)","-22.652308065863508","-24.26423965947197","-30.426358416665153","-18.652575392619838","-17.03151183779073","-13.017781663978894","-20.56900691737701","-20.990142211460807","-15.664735963886415","-20.16709651989777","-19.340916291877875","-14.8390885646877"
"CO2","County","CO","Denver County","emissions (tons)","-65.11663577142099","-62.092835808651216","-64.07120993598437","-43.74591643668282","-39.82033085215289","-46.084168283276085","-75.77863151594102","-80.95024671921419","-62.92742712514155","-45.64223476551888","-44.95166564256033","-41.39052778038058"
"PM25","County","CO","Denver County","emissions (pounds)","-9.511264498640912","-9.130562776748775","-9.29999087466058","-6.444636418578398","-5.796450717588868","-6.786533334968567","-10.939069312349147","-11.69142898382097","-9.134787256831032","-6.498723846958228","-6.643262866180066","-5.954928739996831"
"VOCS","County","CO","Denver County","emissions (pounds)","-6.755640101044946","-6.485236116449869","-6.6055771344791765","-4.577482229856344","-4.117090310869514","-4.820324022251725","-7.769778174619432","-8.304162553034303","-6.488236670903689","-4.615899329937065","-4.7185621877036965","-4.229653733271789"
"NH3","County","CO","Denver County","emissions (pounds)","-4.164983122216313","-3.997675562074164","-4.084564223932148","-2.8291741063407585","-2.542393924816224","-2.97503800925773","-4.793980673701071","-5.123392248038726","-4.004823690011108","-2.8476628580646093","-2.9095231511549855","-2.6134948071072586"
"SO2","County","CO","Denver County","percent","0","0","0","0","0","0","0","0","0","0","0","0"
"NOX","County","CO","Denver County","percent","-0.3917823925843148","-0.4440673784107902","-0.8335586171324701","-0.8760299487186827","-1.056614186474934","-0.5415509434981038","-0.41490573008482945","-0.3706876046626529","-0.43595719439439","-0.6294768455858519","-0.5075347783309323","-0.2650150770999844"
"CO2","County","CO","Denver County","percent","-0.5015593469036947","-0.5053570324152211","-0.8583830766010538","-1.0762818138949544","-1.1093021505814056","-0.7827070656317239","-0.5326167821145946","-0.4870391388195846","-0.6614158129580694","-0.7014085213122695","-0.576953691467531","-0.33585137908705026"
"PM25","County","CO","Denver County","percent","-0.5028450025698916","-0.5099216660955116","-0.8553640219389324","-1.0910018220857423","-1.108113343836312","-0.79090997538829","-0.5282160552424308","-0.48368500809150217","-0.659393238641237","-0.6860815314659562","-0.5854059847874249","-0.3314536457287823"
"VOCS","County","CO","Denver County","percent","-0.5028450025699601","-0.5099216660954263","-0.8553640219390084","-1.0910018220856248","-1.1081133438363957","-0.7909099753883443","-0.5282160552421951","-0.4836850080915582","-0.6593932386411615","-0.6860815314660921","-0.5854059847873327","-0.3314536457290282"
"NH3","County","CO","Denver County","percent","-0.50221807704341","-0.509208599213211","-0.8567312311184273","-1.0920646605754707","-1.108445771028605","-0.7908438588922482","-0.5281287698248118","-0.4836188173022426","-0.6594833151363579","-0.6855559513645961","-0.5847177566153042","-0.3317896026529249"
"SO2","County","CO","El Paso County","emissions (pounds)","-48.17778180500318","-16.940306201358908","-10.91159473141306","-46.226869276404614","-54.081972168263746","-39.84660426208575","-63.26407449162798","-18.502462579810526","-11.586488792381715","-55.73987572858459","-57.44014808589418","-40.44135462808481"
"NOX","County","CO","El Paso County","emissions (pounds)","-373.1934907071991","-338.4248643590254","-453.9484097978566","-506.8181880929624","-440.8690349145909","-374.5152339414926","-375.1349016702152","-362.18061393802054","-504.13261252391385","-583.6374292488908","-356.598592078255","-391.40483994805254"
"CO2","County","CO","El Paso County","emissions (tons)","-265.3073112829006","-268.290343405155","-335.1413327594055","-319.43571349643753","-319.2086112057441","-316.30601047273376","-261.89133516087895","-250.0629336690763","-382.6601336330641","-394.57375577057246","-282.84677292517154","-289.7376332907006"
"PM25","County","CO","El Paso County","emissions (pounds)","-26.775316429648228","-28.476807328366704","-32.20967473568453","-28.935829482910776","-29.85079344069527","-30.615867321947007","-25.917378398076835","-25.882394837379252","-38.31598253029006","-37.35459164138592","-27.781270598672563","-28.836867991656618"
"VOCS","County","CO","El Paso County","emissions (pounds)","-8.604657998257608","-8.945389462975072","-10.487721190153025","-9.785431695223451","-9.433852251610915","-9.827189793279103","-8.543083966816994","-8.241388054855634","-12.35424182172028","-11.898213565504193","-9.27968439041797","-9.250724894387531"
"NH3","County","CO","El Paso County","emissions (pounds)","-13.94022968178615","-16.626951425811058","-15.458178426666564","-11.691755901062606","-12.930447307496252","-14.254150219175244","-13.564631931147233","-14.96547478008506","-19.530888989444065","-16.800420642415702","-13.288853177586134","-14.201639072383841"
"SO2","County","CO","El Paso County","percent","-0.0404234100524792","-0.015571808968609005","-0.009536365824712076","-0.04277661255037618","-0.041683160496270515","-0.031409671000315144","-0.04797849963776422","-0.01397477182058678","-0.009076325083141658","-0.049024051344928946","-0.051625308060408256","-0.03381238434754969"
"NOX","County","CO","El Paso County","percent","-0.08620151503057187","-0.08536443076271696","-0.11824798765342423","-0.1524375050756121","-0.12889199433464674","-0.10563181966035597","-0.08861228128996258","-0.08285361341396125","-0.13108929913125242","-0.1563327544361511","-0.09422975166330609","-0.09100666452340593"
"CO2","County","CO","El Paso County","percent","-0.08280204215522875","-0.09157494162352438","-0.11744656302635896","-0.1274417896621696","-0.12733607311495276","-0.12150023046326797","-0.08359348650100643","-0.07734684525243199","-0.13519747186711586","-0.14166511835485038","-0.10040999377716556","-0.09095906582358054"
"PM25","County","CO","El Paso County","percent","-0.0927956192955824","-0.10791261500870027","-0.12662071861666246","-0.130199832735716","-0.13488388016883088","-0.13245313038869272","-0.0917115972312188","-0.08848763862733333","-0.15127510164969066","-0.15063867865050506","-0.11044211053696966","-0.10066992859715918"
"VOCS","County","CO","El Paso County","percent","-0.08689964151017299","-0.09880656780475958","-0.1192952410400226","-0.12638903292918147","-0.12238021837536579","-0.12281322569264178","-0.08836077660801683","-0.08249305593684635","-0.1419055884979618","-0.13859293271392428","-0.10686983363456129","-0.09401152680647526"
"NH3","County","CO","El Paso County","percent","-0.1317500043587097","-0.1716630185504139","-0.1727172844481759","-0.15346879519519885","-0.1718218347854204","-0.1769702017871595","-0.12910361133733972","-0.13585318284881187","-0.21412501704557518","-0.19364766770106542","-0.14899257453254647","-0.13594166091034743"
"SO2","County","CO","Larimer County","emissions (pounds)","-111.84085380993201","-119.62427430864773","-211.91860308204195","-202.43810536235105","-193.5482256704563","-184.26650654624973","-67.50899673131062","-52.89519653614843","-157.02100084189442","-202.54372798536497","-160.1346063524834","-121.19498575673788"
"NOX","County","CO","Larimer County","emissions (pounds)","-312.46887425353634","-298.551608730515","-407.91912622601376","-381.1288128711749","-310.43444005487254","-289.28639456798555","-251.00560498173581","-272.64817531843437","-302.48212600132683","-386.18766309920466","-327.8598588393361","-270.22030618885765"
"CO2","County","CO","Larimer County","emissions (tons)","-218.5915447997104","-231.58674384534243","-321.00192611146485","-307.5270512942516","-279.4779856982641","-290.6964607362752","-380.4974369065603","-451.18213263104553","-337.38203329153475","-311.1085596359917","-259.8492527709168","-207.86461823998252"
"PM25","County","CO","Larimer County","emissions (pounds)","-19.073865998165275","-20.135458961518452","-30.649566140691604","-29.770507613728114","-27.49081915496572","-27.26925585668687","-28.26158085100178","-30.676112067110807","-29.255367502584704","-30.098191991763088","-24.811963057809407","-19.277820632822113"
"VOCS","County","CO","Larimer County","emissions (pounds)","-6.749917259760878","-7.12347572395538","-10.002400647376817","-9.736866501882105","-8.941315727880465","-9.175361038531264","-11.495115518642706","-13.362991446504566","-10.477150526199694","-9.827021366888403","-8.269267054151896","-6.553081363532328"
"NH3","County","CO","Larimer County","emissions (pounds)","-5.7396153195287525","-7.083121829765673","-2.557394744079886","-1.232408821006004","-0.3492795079291682","-4.453137621946951","-31.7714289140456","-41.449481154361365","-12.57196659275212","-2.0646554748309995","-1.9502419817630425","-4.439847773744646"
