"Pollutant","Aggregation level","State","County","Unit of measure","January","February","March","April","May","June","July","August","September","October","November","December"
"SO2","County","MI","Oakland County","emissions (pounds)","0","0","0","0","0","0","0","0","0","0","0","0"
"NOX","County","MI","Oakland County","emissions (pounds)","-10.510947923404274","-1.9501003053201202","-1.664835158282699","0.23155117185658014","-5.357034728450003","-7.499805943534739","-49.6461712959499","-27.246401491927827","-9.961219602602796","-0.31091672610455134","-1.3783638095205788","-1.0484930961805503"
"CO2","County","MI","Oakland County","emissions (tons)","-0.886662031714252","-0.1643992395106011","-0.1411574977027854","0.019397324014427397","-0.44763431209494087","-0.6303858345264075","-4.1409331062543515","-2.2694282539243886","-0.8376174826827878","-0.02614169145542178","-0.11619693743916315","-0.08903487177571634"
"PM25","County","MI","Oakland County","emissions (pounds)","-0.09897134331166058","-0.01822927878182945","-0.015676901414581224","0.0021742823339572226","-0.049988834667025195","-0.07057476063329915","-0.4680976860574617","-0.25733656638192315","-0.09327417172806918","-0.002936081997361839","-0.012934172950435308","-0.009870230706224614"
"VOCS","County","MI","Oakland County","emissions (pounds)","-0.03149427618215839","-0.005800926072898838","-0.004988551355890047","0.0006919458495182607","-0.015907570265954796","-0.02245829900334151","-0.14895834685277975","-0.08188958102974198","-0.029681793841305648","-0.0009344428316957476","-0.004115836900529635","-0.003140804609298775"
"NH3","County","MI","Oakland County","emissions (pounds)","-0.09902260538567731","-0.018238856417280402","-0.015684857779748373","0.0021755055213990016","-0.05001529508077951","-0.07061180361186814","-0.46834393430418686","-0.25747153528951117","-0.09332328786210553","-0.002937843121944894","-0.012940826803471417","-0.00987523223018183"
"SO2","County","MI","Oakland County","percent","0","0","0","0","0","0","0","0","0","0","0","0"
"NOX","County","MI","Oakland County","percent","-0.26219423573880657","-0.29313060050151724","-0.4161644642201457","0.19587525329673267","-1.2971895032669314","-0.15209306772291195","-0.24522410356754698","-0.19077853205862683","-0.18069850579259125","-0.019656687308148856","-0.36806345314284555","-0.32472719714959314"
"CO2","County","MI","Oakland County","percent","-0.2621171852952884","-0.29280823169549913","-0.4185380481057474","0.19595279423287143","-1.2965505404321054","-0.15238951342767437","-0.2441089475714021","-0.1896377813029265","-0.1811574829767196","-0.019631791857375038","-0.3684551809487173","-0.3271591102397328"
"PM25","County","MI","Oakland County","percent","-0.2621499799162102","-0.29142416451114306","-0.41716555596490246","0.19588760983467526","-1.305384019005809","-0.15290709698642024","-0.24622174490626733","-0.1919338933700862","-0.18068096626804409","-0.019702459499765256","-0.3674892239407837","-0.3249599083409139"
"VOCS","County","MI","Oakland County","percent","-0.26214917006416244","-0.29142249730149444","-0.4171494593247753","0.1958885631191692","-1.3053725515659456","-0.15290620793240664","-0.24622147731297336","-0.19193312767994863","-0.18068040365436464","-0.01970521552927341","-0.3674756397592367","-0.3249409925850993"
"NH3","County","MI","Oakland County","percent","-0.2621495186421069","-0.2914232148983345","-0.4171563875997558","0.19588815282128802","-1.3053774873285664","-0.15290659059728648","-0.24622159249035402","-0.19193345724722463","-0.18068064581346063","-0.019704029274932432","-0.36748148659315444","-0.3249491341722376"
"SO2","County","MI","Otsego County","emissions (pounds)","-0.2273154819036165","-0.2047612940842356","-0.12382600787456255","-0.08265571129271976","-0.11188041947499272","-0.3415372943014461","-0.6164710266033353","-0.596536312897058","-0.33147357141228895","-0.12265925153823787","-0.07931330369672906","-0.08118765735688527"
"NOX","County","MI","Otsego County","emissions (pounds)","-14.576948987181822","-3.29983930295748","-8.50839996301147","-13.113220275146887","-35.38153813595636","-36.91691390091728","-18.50843048763636","-38.74663039916777","-41.615512662305264","-7.5603722589794415","-8.853207944773203","-6.6165189313396695"
"CO2","County","MI","Otsego County","emissions (tons)","-23.18870181816601","-20.36696967761054","-13.117461284778074","-10.045076607003466","-12.249596694695356","-39.5046913813203","-79.88242782263114","-72.08024553980795","-38.56274388187376","-12.32269251913749","-9.142633854695305","-8.805364413432471"
"PM25","County","MI","Otsego County","emissions (pounds)","-0.5541181981907357","-0.32436975214193353","-0.4862279283755697","-0.7169065860803698","-0.4743208983763907","-1.1244826953669644","-2.710662587837305","-2.2736389721258092","-1.1566150311651882","-0.5679595482079094","-0.46336782662115183","-0.3072437447905827"
"VOCS","County","MI","Otsego County","emissions (pounds)","-0.050103858743682395","0.011110149868898134","-0.08532176185315166","-0.18093407949943696","-0.08882458699015672","-0.14106820731433345","-0.4367939705453523","-0.33473957009795186","-0.1591649799971151","-0.11702738138241386","-0.10331518905023529","-0.05248520289978842"
"NH3","County","MI","Otsego County","emissions (pounds)","-2.5874459107262737","-2.2808629870578443","-1.4627616187169679","-1.1236085698605507","-1.3692032658735798","-4.401675355139105","-8.899537213021176","-8.035976330395897","-4.296385768347591","-1.3728805177656795","-1.0137766218823572","-0.9851577264250864"
"SO2","County","MI","Otsego County","percent","-0.11834820761339938","-0.20312791402737435","-0.19376678746621226","-0.37280167320869645","-0.20482782101172978","-0.19739660699887013","-0.12011884296842057","-0.1532860565331769","-0.186197928888597","-0.17801111331792627","-0.15707893907143897","-0.1359282039671229"
"NOX","County","MI","Otsego County","percent","-0.07771302195100288","-0.025664480602812345","-0.0928691986249812","-0.2786537891781092","-0.19595762730921917","-0.09831374089070369","-0.025334780674814237","-0.06489514400135304","-0.10682124270572045","-0.09420443697068263","-0.1093778458681207","-0.0737819746406668"
